lemma,translation,paradigm,difficulty,categories
interiér,interior,,A2,misc
mouka,flour,,A2,food
pára,steam,,A2,nature
formát,format,,A2,misc
dodržování,observation,,A2,misc
trvání,duration,,A2,time
melodie,melody,,A2,misc
zodpovědnost,responsibility,,A2,"misc,abstract"
plakát,poster,,B1,objects
kloub,joint,,A2,body
kabina,cabin,,A2,misc
volant,steering wheel,,A2,objects
koláč,cake,,A2,food
ambice,ambition,,A2,misc
pleť,complexion,,A2,body
stezka,path,,A2,misc
slabost,weakness,,A2,misc
zkoumání,investigation,,A2,misc
interval,interval,,A2,misc
redaktor,editor,,A2,misc
doktorka,(woman) doctor,,A2,"misc,people"
vzkaz,message,,A2,misc
uvedení,introduction,,A2,misc
princ,prince,,A2,"misc,people"
varování,warning,,A2,"misc,event"
nájem,rent,,A2,misc
šířka,width,,A2,misc
ráz,character,,A2,misc
veletrh,(trade) fair,,B1,misc
originál,original,,A2,misc
žebříček,scale,,A2,misc
srážka,crash,,A2,misc
hrana,edge,,A2,misc
verš,verse,,A2,misc
spořitelna,savings bank,,A2,places
lžíce,spoon,,A2,objects
trojka,(number) three,,A2,misc
hřbet,back,,A2,body
mříž,grid,,A2,misc
provozovatel,operator,,A2,"misc,people"
impuls,impulse,,A2,misc
komunita,community,,A2,misc
hit,hit,,A2,misc
flaška,bottle,,B1,objects
hrnec,pot,,A2,objects
zoufalství,despair,,A2,misc
vada,defect,,A2,misc
obývák,living room,,A2,places
večírek,party,,A2,"misc,event"
moucha,fly,,A2,animals
anketa,survey,,A2,misc
pozdrav,greeting,,A2,misc
volání,call,,A2,misc
osvětlení,lighting,,A2,misc
zábradlí,railing,,A2,misc
slepice,hen,,A2,animals
paluba,deck,,A2,misc
sebevědomí,self-confidence,,A2,misc
ideál,ideal,,A2,"misc,abstract"
absolvent,graduate,,A2,misc
důležitost,importance,,A2,misc
strava,food,,A2,food
vnímání,perception,,A2,misc
uspokojení,satisfaction,,A2,misc
páteř,backbone,,A2,body
bariéra,barrier,,A2,misc
ves,village,,A2,places
udržení,preservation,,A2,misc
sraz,reunion,,A2,misc
mlčení,silence,,A2,misc
přesnost,accuracy,,A2,misc
obdiv,admiration,,A2,"misc,abstract"
index,index,,A2,misc
deprese,depression,,A2,misc
dovednost,skill,,A2,"misc,abstract"
morálka,morality,,A2,misc
psycholog,psychologist,,B1,misc
náprava,remedy,,A2,misc
bojovník,fighter,,A2,"misc,people"
ruch,activity,,A2,misc
prevence,prevention,,A2,misc
vyhláška,(public) notice,,A2,misc
plánování,planning,,A2,misc
koutek,corner,,A2,places
brigáda,summer job,,A2,misc
škála,scale,,A2,misc
náruč,(open) arms,,A2,body
výhrada,reservation,,A2,misc
stadium,stage,,A2,misc
tržba,receipts,,A2,misc
učebnice,textbook,,A2,objects
pódium,stage,,A2,places
nadace,foundation,,B1,misc
protokol,protocol,,A2,misc
kompromis,compromise,,A2,misc
obsluha,service,,A2,misc
dědek,geezer,,A2,"family,people"
tenis,tennis,,A2,misc
uvolnění,loosening,,A2,misc
respekt,respect,,A2,misc
pasáž,passage,,A2,places
aféra,scandal,,B1,misc
keř,bush,,A2,nature
zájezd,trip,,B1,misc
zánik,termination,,A2,misc
stehno,thigh,,A2,body
aparát,machinery,,A2,objects
orchestr,orchestra,,B1,misc
psychologie,psychology,,A2,misc
výslech,interrogation,,A2,misc
lednička,fridge,,A2,objects
demonstrace,demonstration,,B1,"misc,event"
rukopis,handwriting,,A2,misc
zkratka,abbreviation,,A2,misc
licence,licence,,A2,misc
vzrušení,excitement,,A2,misc
poušť,desert,,B1,misc
komplikace,complication,,A2,misc
nástupce,successor,,A2,"misc,people"
zpoždění,delay,,B1,misc
vkus,taste,,A2,misc
lyže,ski,,A2,objects
kůra,rind,,A2,misc
měna,currency,,A2,misc
vyhlášení,announcement,,A2,misc
platba,payment,,A2,misc
kotel,boiler,,A2,misc
posílení,strengthening,,A2,misc
vzestup,increase,,A2,misc
rám,frame,,A2,misc
splnění,accomplishment,,A2,misc
pomůcka,aid,,A2,misc
sponzor,sponsor,,A2,misc
sekunda,second,,A2,time
mýtus,myth,,A2,misc
věznice,prison,,A2,places
fenomén,phenomenon,,A2,misc
tekutina,liquid,,A2,misc
přeprava,transport,,A2,misc
vrch,hill,,A2,"nature,places"
lev,lion,,A2,animals
křik,shouting,,A2,misc
legislativa,legislation,,A2,misc
těleso,body,,A2,misc
prsten,ring,,A2,objects
propojení,connection,,A2,misc
kongres,congress,,A2,misc
popel,ash,,A2,misc
hnízdo,nest,,A2,misc
beton,concrete,,A2,misc
přesun,transfer,,A2,misc
distribuce,distribution,,A2,misc
zastavení,stop,,A2,misc
obočí,eyebrow,,A2,body
horko,heat,,A2,nature
ropa,oil,,B1,misc
odstín,shade,,A2,misc
pach,stench,,A2,misc
kytara,guitar,,A2,misc
pouto,bond,,A2,misc
katalog,catalogue,,A2,objects
skladatel,composer,,A2,misc
medvěd,bear,,A2,animals
železo,iron,,A2,misc
cestování,travelling,,A2,misc
zákrok,intervention,,A2,misc
popularita,popularity,,A2,misc
cibule,onion,,A2,food
ostuda,scandal,,A2,misc
ovzduší,air,,A2,misc
server,server,,A2,misc
horečka,fever,,A2,body
šňůra,cord,,A2,misc
pánbůh,God,,A2,misc
průvod,parade,,A2,misc
bída,poverty,,B1,misc
šampionát,championship,,A2,"misc,event"
záhada,mystery,,A2,misc
žíla,vein,,A2,body
připojení,connection,,A2,misc
čekání,waiting,,A2,misc
kostým,costume,,B1,misc
sluchátko,earphone,,A2,objects
knedlík,dumpling,,A2,food
buchta,cake,,A2,food
analytik,analyst,,A2,misc
člun,boat,,A2,transportation
tušení,feeling,,A2,misc
příhoda,event,,A2,misc
automat,machine,,A2,objects
prohra,loss,,A2,misc
spaní,sleep,,A2,misc
pohotovost,emergency,,A2,misc
klec,cage,,A2,objects
stříbro,silver,,A2,misc
tvor,creature,,A2,misc
vlákno,fibre,,A2,misc
půle,half,,A2,misc
hruď,chest,,A2,body
jeskyně,cave,,A2,"nature,places"
ocas,tail,,A2,animals
dort,cake,,A2,food
burza,stock market,,B1,places
těsto,dough,,A2,food
stráž,guard,,A2,misc
absence,absence,,A2,misc
rakovina,cancer,,A2,misc
zřízení,establishment,,A2,misc
propast,gap,,A2,misc
dovoz,import,,A2,misc
oblak,cloud,,A2,nature
spotřebitel,consumer,,A2,misc
stařec,old man,,A2,"misc,people"
modlitba,prayer,,A2,misc
spekulace,speculation,,A2,misc
zeleň,verdure,,A2,misc
pozvání,invitation,,A2,misc
výplata,payment,,A2,misc
zatáčka,turn,,A2,misc
libra,pound,,A2,misc
lebka,skull,,A2,body
živočich,animal,,A2,animals
nahrávka,record,,A2,misc
milovník,lover,,A2,"misc,people"
porozumění,understanding,,A2,misc
trubka,trumpet,,A2,objects
filozof,philosopher,,A2,misc
šperk,jewel,,A2,misc
hmyz,insect,,A2,animals
členství,membership,,A2,"misc,people"
lídr,leader,,A2,"misc,people"
nuda,boredom,,A2,misc
povídka,(short) story,,B1,misc
menšina,minority,,A2,misc
autorka,(female) author,,A2,"misc,people"
salon,salon,,A2,misc
působnost,activity,,A2,misc
transakce,transaction,,A2,misc
sako,jacket,,A2,objects
kompetence,competence,,A2,misc
meč,sword,,A2,objects
princezna,princess,,B1,"misc,people"
skříňka,box,,A2,objects
spokojenost,satisfaction,,A2,misc
pozorovatel,observer,,A2,misc
vyrovnání,compensation,,A2,misc
malba,painting,,A2,"misc,abstract"
identita,identity,,A2,misc
cédéčko,CD,,A2,misc
kód,code,,A2,misc
hněv,anger,,A2,misc
ďábel,devil,,A2,misc
hloupost,nonsense,,A2,"misc,abstract"
cela,cell,,A2,misc
sjezd,meeting,,A2,"misc,event"
maturita,school-leaving examination,,A2,"misc,event"
kilogram,kilogram,,A2,misc
e-mail,e-mail,,A2,misc
řízek,schnitzel,,A2,food
trik,trick,,A2,misc
prodejce,salesperson,,A2,"misc,people"
minus,minus,,A2,misc
baterka,battery,,A2,misc
kamión,lorry,,A2,misc
úkor,(at the) expense,,A2,misc
kabel,cable,,A2,misc
směrnice,directive,,A2,misc
past,trap,,A2,misc
chlad,chill,,A2,nature
pětka,(number) five,,A2,misc
dobytek,livestock,,A2,misc
konkurent,competitor,,A2,"misc,people"
ponožka,sock,,A2,objects
horizont,horizon,,A2,misc
sucho,drought,,B1,misc
koncept,concept,,A2,misc
zajímavost,interesting point,,A2,"misc,abstract"
páska,tape,,A2,objects
paráda,pomp,,A2,misc
chodec,pedestrian,,A2,misc
prodloužení,extra time,,A2,misc
federace,federation,,A2,misc
ocel,steel,,A2,misc
sprcha,shower,,A2,objects
uchazeč,applicant,,A2,"misc,people"
bydliště,place of residence,,B1,places
kuchyň,kitchen,,B1,places
občanství,citizenship,,B1,"misc,people"
oslovení,form of address,,B1,objects
sourozenci,siblings,,B1,family
tykání,using ty with someone,,B1,misc
vízum,visa,,B1,misc
vykání,using vy with someone,,B1,misc
prarodiče,grandparents,,B1,family
stravenka,food coupon,,B1,food
chalupář,chalupa-owner and -goer,,B1,"misc,people"
chatař,chata-owner and -goer,,B1,"misc,people"
hausbót,house-boat,,B1,places
hypotéka,mortgage,,B1,misc
jachta,yacht,,B1,misc
kastelán/ka,someone who lives and works in a castle,,B1,places
loft,loft,,B1,misc
maják,light-house,,B1,places
makléř,(real-estate) broker,,B1,"misc,people"
mrakodrap,skyscraper,,B1,places
oba,both,,B1,misc
obě,both,,B1,misc
panelák,prefab apartment building,,B1,places
penzion,boarding-house,,B1,places
pól,pole,,B1,misc
squat,a building that you’ve squatted in,,B1,places
terasa,deck,,B1,misc
topení,heating,,B1,misc
vlk,wolf (sea-wolf,,B1,animals
cestopis,travel diary,,B1,misc
cestovatel/ka,traveler,,B1,misc
hrdinka,heroine,,B1,"misc,people"
motorka,motorcycle,,B1,misc
schody,stairs,,B1,misc
slon,elephant,,B1,animals
velbloud,camel,,B1,animals
autoopravna,car-repair shop,,B1,places
koníček,hobby (lit,,B1,misc
koza,goat,,B1,animals
pohovor,interview,,B1,misc
velvyslanectví,embassy,,B1,misc
bankéř,banker,,B1,"misc,people"
bankéřka,banker,,B1,"misc,people"
dělnice,(blue-collar) worker,,B1,"misc,people"
farmář,farmer,,B1,"misc,people"
farmářka,farmer,,B1,"misc,people"
hasička,fire-fighter,,B1,"misc,people"
historička,historian,,B1,misc
kosmonaut,astronaut,,B1,misc
kosmonautka,astronaut,,B1,misc
lékařka,doctor,,B1,"misc,people"
manažerka,manager,,B1,"misc,people"
modelka,model,,B1,misc
novinářka,journalist,,B1,"misc,people"
pilotka,pilot,,B1,misc
policistka,police-officer,,B1,"misc,people"
politička,politician,,B1,misc
politolog,political scientist,,B1,"misc,people"
politoložka,political scientist,,B1,"misc,people"
právnička,lawyer,,B1,"misc,people"
prodavač,salesperson,,B1,"misc,people"
prodavačka,salesperson,,B1,"misc,people"
průvodkyně,guide,,B1,misc
psycholožka,psychologist,,B1,misc
soudkyně,judge,,B1,"misc,people"
uklízeč,cleaner,,B1,misc
uklízečkou,cleaner,,B1,misc
umělkyně,artist,,B1,"misc,people"
úřednice,bureaucrat,,B1,"misc,people"
vědkyně,scientist,,B1,"misc,people"
veterinář,veterinarian,,B1,misc
veterinářka,veterinarian,,B1,misc
zemědělec,farmer,,B1,"misc,people"
čtenář/čtenářka,reader,,B1,misc
čumák/čumáček,snout,,B1,misc
filmář/filmářka,a film-person,,B1,"misc,people"
gratulace,congratulations,,B1,"misc,event"
ilustrace,illustration,,B1,misc
krtek,mole,,B1,animals
málokdo,few people,,B1,misc
ocas/ocásek,tail,,B1,misc
včela/včelka,bumble-bee,,B1,animals
vousy,moustache,,B1,misc
zajíc,hare,,B1,animals
zvířátko,small animal,,B1,animals
autíčko,toy-cars,,B1,objects
čajník,tea-pot,,B1,objects
čekárna,waiting-room,,B1,places
dárk,gift,,B1,objects
hrnk,cup,,B1,objects
jehla,needle,,B1,misc
ježk,hedgehog,,B1,animals
kamínk,stone,,B1,nature
knoflík,button,,B1,misc
korálk,bead,,B1,misc
kousk,piece,,B1,misc
křečk,hamster,,B1,animals
květináč,flower-pot,,B1,nature
morče,guinea-pig,,B1,animals
lidé,people,,B1,misc
motýl,butterfly,,B1,animals
mušle,seashell,,B1,nature
panenka,doll,,B1,misc
pecka,pit,,B1,misc
sběratel,collector,,B1,misc
sběratelka,collector,,B1,misc
suvenýr,souvenir,,B1,misc
špendlík,pin,,B1,misc
ubrousk,napkin,,B1,misc
účt,account,,B1,misc
váza,vase,,B1,objects
biskup,bishop,,B1,"misc,people"
křesťan,Christian,,B1,misc
kytice,flower,,B1,nature
ohň,campfire,,B1,misc
ohňostroj,fireworks,,B1,misc
oříšk,(little) nut,,B1,misc
pálení,burning,,B1,misc
stromečk,Christmas tree,,B1,nature
svátk,holiday,,B1,time
úplnk,full moon,,B1,nature
čarodějnice,Witches Day,,B1,time
dušičky,All Souls Day,,B1,time
mikuláš,Saint Nicholas,,B1,misc
valentýn,Valentine’s Day,,B1,time
vánoce,Christmas,,B1,misc
velikonoce,Easter,,B1,misc
silvestr,New Year’s Eve,,B1,time
autoservis,car-repair shop,,B1,places
čistírna,dry-cleaner‘s,,B1,misc
dělení,division,,B1,misc
feministka,feminist,,B1,misc
kadeřnictví,hair-stylist‘s,,B1,places
krejčovství,tailor’s,,B1,misc
masáž,massage,,B1,body
masér/ka,masseur/masseuse,,B1,misc
práva,right / rights,,B1,"misc,abstract"
předsudk,prejudice,,B1,misc
stereotyp,stereotype,,B1,misc
figurka,statuette,,B1,misc
herc,actor / actress,,B1,"misc,people"
horolezc,rock-climber,,B1,nature
horolezkyně,rock-climber,,B1,nature
kuželky,bowling,,B1,misc
letání,flying,,B1,misc
majitel/ka,owner,,B1,"misc,people"
míčk,(little) ball,,B1,objects
odpočink,rest,,B1,misc
plavání,swimming,,B1,misc
sn,dream,,B1,"misc,abstract"
spánk,sleep,,B1,misc
šachty,chess,,B1,misc
terč,target,,B1,misc
vor,raft,,B1,misc
angína,sore throat,,B1,body
drak,dragon,,B1,misc
drvoštěp,woodcutter,,B1,nature
chřipka,flu,,B1,misc
kašl,cough,,B1,misc
lékař/ka,doctor,,B1,"misc,people"
mast,ointment,,B1,misc
pacient/ka,patient,,B1,"misc,people"
posl,messenger,,B1,misc
rýma,cold,,B1,misc
vládce,rule,,B1,"misc,abstract"
žaludk,stomach,,B1,body
básnička,poem,,B1,misc
blog,blog,,B1,misc
dějství,act,,B1,misc
doklady,documentation,,B1,misc
hlediště,auditorium,,B1,misc
hodiny,clock,,B1,objects
hodinky,watch,,B1,objects
knihomol,book-worm,,B1,objects
koláž,collage,,B1,misc
muzikál,musical,,B1,"misc,abstract"
nota,(musical) note,,B1,"misc,abstract"
odtažení,towing-away,,B1,misc
opona,curtain,,B1,misc
symfonie,symphony,,B1,misc
trapas,awkward situation,,B1,"misc,event"
účes,haircut,,B1,body
uklidnění,calming-down,,B1,misc
uváděč,usher,,B1,misc
vstupenka,entry-ticket,,B1,objects
zácpa,traffic-jam,,B1,misc
zážitk,experience,,B1,"misc,abstract"
flegmatik,phlegmatic person,,B1,"misc,people"
cholerik,hot-headed person,,B1,"misc,people"
melancholik,melancholy person,,B1,"misc,people"
podobnost,resemblance,,B1,misc
porod,birth,,B1,misc
porodnice,maternity ward,,B1,places
pudl,poodle,,B1,animals
sangvinik,sanguine person,,B1,"misc,people"
vlasnost,trait,,B1,misc
článk,article,,B1,"misc,abstract"
čtenářka,reader,,B1,misc
empétrojka,MP3,,B1,misc
inzerát,(classified) ad,,B1,misc
křížovka,crossword,,B1,objects
kvíz,quiz,,B1,misc
národnost,nationality,,B1,misc
notebook,laptop,,B1,misc
noviny,newspaper,,B1,objects
předpověď,forecast,,B1,misc
recenze,review,,B1,misc
reportáž,report,,B1,misc
titulk,title,,B1,misc
zprávy,news,,B1,misc
bankomat,bank machine,,B1,places
bezdomovc,homeless person,,B1,"misc,people"
dávky,welfare,,B1,misc
charita,charity,,B1,misc
chudoba,poverty,,B1,misc
majetk,property,,B1,misc
přepych,luxury,,B1,misc
příjmy,profits,,B1,misc
tragédie,tragedy,,B1,"misc,event"
alergie,allergies,,B1,misc
důsledk,consequence,,B1,misc
ekolog/ekoložka,ecologist,,B1,misc
ekologie,ecology,,B1,misc
farma,farm,,B1,places
globalizace,globalization,,B1,misc
majitel/majitelka,owner,,B1,"misc,people"
nedostatk,insufficiency,,B1,misc
oct,vinegar,,B1,misc
oteplování,warming,,B1,nature
prales,primeval/virgin forest,,B1,nature
přísada,additive,,B1,misc
saponát,(chemical) detergent,,B1,misc
statk,farm,,B1,places
terorismus,terrorism,,B1,misc
úrovň,level,,B1,misc
vegetarián/vegetariánka,vegetarian,,B1,misc
zemětřesení,earthquake,,B1,nature
znečištění,pollution,,B1,misc
žárovka,light-bulb,,B1,misc
aukce,auction,,B1,misc
dostihy,horse-races,,B1,"misc,event"
dražba,auction,,B1,misc
faktura,invoice,,B1,misc
investování,investing,,B1,misc
podnikatel/podnikatelka,business-person,,B1,"misc,people"
ředitel/ředitelka,director,,B1,"misc,people"
sladkosti,sweets,,B1,misc
účetnictví,accounting,,B1,misc
výrobk,product,,B1,misc
zaměstnavatel/zaměstnavatelka,employer,,B1,misc
bačkory,slippers,,B1,objects
boty,shoes,,B1,objects
brýle,glasses,,B1,objects
džíny,jeans,,B1,misc
halenka,jumper,,B1,misc
kalhotky,tights,,B1,misc
kapuce,hood,,B1,misc
kožešina,fur,,B1,misc
kožich,fur-coat,,B1,objects
kraťasy,shorts,,B1,misc
látk,material,,B1,misc
límc,collar,,B1,misc
mikina,sweatshirt,,B1,objects
náušnice,ear-ring,,B1,body
návrhář/návrhářka,clothes designer,,B1,objects
nohavice,pants-legs,,B1,animals
pantofle,splippers,,B1,body
pásek,belt,,B1,misc
plavky,swimsuit,,B1,misc
podkolenky,knee-socks,,B1,body
podpatk,heel,,B1,misc
ponožky,socks,,B1,misc
punčocháče,stockings,,B1,"misc,people"
pyžamo,pajamas,,B1,misc
sandály,sandals,,B1,misc
slipy,briefs,,B1,misc
šála,wrapper,,B1,misc
šaty,clothes,,B1,objects
šortky,shorts,,B1,misc
tepláky,sweatpants,,B1,animals
trenýrky,boxers,,B1,objects
výstřih,neckline,,B1,body
zákazník/zákaznice,customer,,B1,misc
zip,zipper,,B1,misc
župan,bathrobe,,B1,misc
bankovka,bank-note,,B1,places
bon,voucher,,B1,misc
dějepis,history,,B1,"misc,abstract"
dějiny,history,,B1,"misc,abstract"
komunismus,communism,,B1,misc
korupce,corruption,,B1,misc
odhalení,unveiling,,B1,misc
okupace,occupation,,B1,objects
pomník,monument,,B1,misc
puč,putsch,,B1,misc
represe,repression,,B1,misc
samizdat,samizdat,,B1,misc
socialismus,socialism,,B1,misc
tuzex,foreign-currency store during communism,,B1,places
volby,elections,,B1,"misc,event"
avantgarda,Avant-garde,,B1,animals
básnířka,poet,,B1,misc
buřič,fire-brand,,B1,misc
dramatik,playwright,,B1,"misc,abstract"
esejista/esejistka,essayist,,B1,misc
génius,genius,,B1,misc
kreslíř,someone who draws,,B1,misc
pravopis,orthography,,B1,misc
próza,prose,,B1,misc
prozaik,prose-writer,,B1,"misc,people"
představitel/představitelka,representative,,B1,objects
překladatel/překladatelka,translator,,B1,misc
publicista/publicistka,(political) columnist,,B1,misc
realismus,Realism,,B1,misc
romantismus,Romanticism,,B1,"misc,people"
scénárista/scénáristka,script writer,,B1,"misc,people"
surrealismus,Surrealism,,B1,misc
textář,writer of texts (song lyrics,,B1,"family,people"
umělec/umělkyně,artist,,B1,"misc,people"
underground,underground,,B1,misc
úryvk,excerpt,,B1,misc
zakladatel/zakladatelka,founder,,B1,misc
žánr,genre,,B1,misc
přírůstek,increment/increase,,B2,misc
přehmat,blunder/misstep,,B2,misc
průlom,breakthrough,,B2,"misc,abstract"
příslib,pledge/promise,,B2,"misc,abstract"
přebytek,surplus/excess,,B2,misc
ústupek,concession,,B2,"misc,abstract"
záchvěv,tremor/shiver,,B2,body
průnik,penetration/intersection,,B2,"misc,abstract"
výčet,enumeration/list,,B2,misc
průtah,delay/procrastination,,B2,"misc,time"
peníz,coin,,B2,objects
hřebíček,clove (spice),,B2,food
výtěžek,yield/proceeds,,B2,"misc,abstract"
krajíc,slice (of bread),,B2,food
chirurg,surgeon,,B2,"people,body"
archeolog,archaeologist,,B2,people
diplomat,diplomat,,B2,people
podvodník,fraudster/con artist,,B2,people
vyjednavač,negotiator,,B2,people
viník,culprit/offender,,B2,people
dědic,heir,,B2,people
zmocněnec,authorized representative,,B2,people
poručník,guardian,,B2,people
ochránce,protector/defender,,B2,people
strážce,guard/watchman,,B2,people
rádce,advisor/counselor,,B2,people
badatel,researcher/scholar,,B2,people
zprostředkovatel,mediator/broker,,B2,people
gymnasta,gymnast,,B2,people
pianista,pianist,,B2,people
aktivista,activist,,B2,people
idealista,idealist,,B2,people
houslista,violinist,,B2,people
husita,Hussite,,B2,people
pochoutka,delicacy/treat,,B2,food
pozvánka,invitation,,B2,"misc,objects"
pohlednice,postcard,,B2,objects
zástěrka,apron,,B2,objects
výloha,shop window/expense,,B2,"places,misc"
přepážka,counter/partition,,B2,"places,objects"
útrata,expense/spending,,B2,"misc,abstract"
přirážka,surcharge,,B2,"misc,abstract"
obžaloba,indictment/prosecution,,B2,"misc,abstract"
výstraha,warning/caution,,B2,"misc,abstract"
záštita,patronage/auspices,,B2,"misc,abstract"
záplata,patch,,B2,objects
úhrada,payment/reimbursement,,B2,"misc,abstract"
stolice,stool/seat,,B2,objects
svatyně,sanctuary/shrine,,B2,places
studnice,well (water source),,B2,"places,nature"
opatrnost,caution/prudence,,B2,"misc,abstract"
zvědavost,curiosity,,B2,"misc,abstract"
nedbalost,negligence/carelessness,,B2,"misc,abstract"
lhostejnost,indifference/apathy,,B2,"misc,abstract"
ješitnost,vanity/conceit,,B2,"misc,abstract"
vděčnost,gratitude/thankfulness,,B2,"misc,abstract"
svévolnost,arbitrariness/willfulness,,B2,"misc,abstract"
marnost,futility/vanity,,B2,"misc,abstract"
zručnost,dexterity/skill,,B2,"misc,abstract"
lstivost,cunning/craftiness,,B2,"misc,abstract"
neohroženost,fearlessness/intrepidity,,B2,"misc,abstract"
doupě,den/lair,,B2,"nature,animals"
brko,straw (drinking),,B2,objects
platidlo,currency/means of payment,,B2,"misc,objects"
pečivo,pastry/baked goods,,B2,food
tržiště,marketplace,,B2,places
pohřebiště,burial ground/cemetery,,B2,places
bojiště,battlefield,,B2,places
cvičiště,training ground,,B2,places
dějiště,scene (of events),,B2,places
kolbiště,arena/jousting ground,,B2,places
jehně,lamb,,B2,"animals,food"
sele,piglet,,B2,animals
štěně,puppy,,B2,animals
kotě,kitten,,B2,animals
rajče,tomato,,B2,food
koště,broom,,B2,objects
house,gosling,,B2,animals
vysvědčení,report card/certificate,,B2,"misc,objects"
odškodnění,compensation/indemnification,,B2,"misc,abstract"
pronásledování,persecution/pursuit,,B2,"misc,abstract"
přestěhování,relocation/moving,,B2,misc
nadání,talent/gift,,B2,"misc,abstract"
usnesení,resolution/decree,,B2,misc
uskutečnění,realization/fulfillment,,B2,"misc,abstract"
zprostředkování,mediation/brokerage,,B2,"misc,abstract"
povědomí,awareness,,B2,"misc,abstract"
odhodlání,determination/resolve,,B2,"misc,abstract"
spiknutí,conspiracy/plot,,B2,misc
pohoršení,outrage/scandal,,B2,"misc,abstract"
rozhořčení,indignation/outrage,,B2,"misc,abstract"
bažina,swamp/marsh,,B2,nature
mokřad,wetland,,B2,nature
útes,cliff/crag,,B2,nature
ledovec,glacier,,B2,nature
průsmyk,mountain pass,,B2,"nature,places"
vyslanec,envoy/ambassador,,B2,people
věřitel,creditor,,B2,people
dlužník,debtor,,B2,people
šarlatán,charlatan/quack,,B2,people
sklepení,vault/cellar,,B2,places
nábřeží,embankment/waterfront,,B2,places
šlacha,tendon/sinew,,B2,body
čelist,jaw,,B2,body
koření,spices/seasoning,,B2,food
uzenina,cured meat/deli meat,,B2,food
úsvit,dawn/daybreak,,B2,"time,nature"
soumrak,dusk/twilight,,B2,"time,nature"
mezidobí,interim/interval,,B2,time
přívěs,trailer,,B2,transportation
trajekt,ferry,,B2,transportation
gondola,gondola,,B2,transportation
gazela,gazelle,,B2,animals
tchoř,polecat/skunk,,B2,animals
jestřáb,hawk,,B2,animals
podstavec,pedestal/stand,,B2,objects
obojek,collar (for animals),,B2,"objects,animals"
závaží,weight/counterweight,,B2,objects
přezka,buckle,,B2,objects
hmoždíř,mortar (bowl),,B2,objects
velkomyslnost,generosity/magnanimity,,B2,"misc,abstract"
uhlazenost,refinement/polish,,B2,"misc,abstract"
zdrženlivost,restraint/temperance,,B2,"misc,abstract"
bezúhonnost,integrity/blamelessness,,B2,"misc,abstract"
křen,horseradish,hrad,A1,food
